order_id,order_date,customer_id,segment,category,sub_category,sales,quantity,profit
CA-2015-164882,2015-10-31,SG-20080,Consumer,Furniture,Chairs,"323.136,00",4,"20.196,00"
CA-2015-164882,2015-10-31,SG-20080,Consumer,Office Supplies,Supplies,"44.041,00",3,"8.019,00"
CA-2015-164882,2015-10-31,SG-20080,Consumer,Technology,Phones,1295.84,4,"145.782,00"
CA-2015-164882,2015-10-31,SG-20080,Consumer,Office Supplies,Storage,46.84,2,"1.668.765,00"
CA-2015-164882,2015-10-31,SG-20080,Consumer,Furniture,Bookcases,"425.833,00",1,"200.392,00"
CA-2015-159786,2015-10-12,RK-19300,Consumer,Furniture,Tables,209.67,1,"-13.978,00"
CA-2016-130267,2016-09-19,SW-20245,Consumer,Office Supplies,Paper,159.88,7,"735.448,00"
CA-2017-155460,2017-04-13,RW-19630,Corporate,Office Supplies,Paper,5.28,1,"2.376,00"
CA-2017-155460,2017-04-13,RW-19630,Corporate,Office Supplies,Binders,895.92,5,"302.373,00"
US-2017-168690,2017-01-07,TS-21085,Consumer,Office Supplies,Binders,"2.808,00",3,"-19.656,00"
CA-2017-158246,2017-11-09,JB-15400,Corporate,Furniture,Chairs,"215.976,00",3,"-26.997,00"
CA-2017-167381,2017-09-22,EH-14005,Home Office,Furniture,Bookcases,241.96,2,"411.332,00"
CA-2017-167381,2017-09-22,EH-14005,Home Office,Office Supplies,Labels,27.72,9,"133.056,00"
CA-2017-144862,2017-12-01,EH-14005,Home Office,Office Supplies,Envelopes,104.68,5,"353.295,00"
CA-2017-144862,2017-12-01,EH-14005,Home Office,Technology,Phones,"62.958,00",7,"926.866,00"
CA-2014-126032,2014-06-23,BS-11665,Consumer,Technology,Accessories,"86.376,00",3,"-402.860,00"
CA-2015-134859,2015-10-04,JK-16120,Home Office,Furniture,Furnishings,"64.944,00",3,"1.111.952,00"
CA-2015-134859,2015-10-04,JK-16120,Home Office,Office Supplies,Paper,"20.736,00",4,"247.088,00"
US-2014-114188,2014-05-20,RF-19345,Corporate,Office Supplies,Appliances,33.28,4,"469.217,00"
US-2014-114188,2014-05-20,RF-19345,Corporate,Office Supplies,Art,38.52,9,"2.744.008,00"
US-2014-114188,2014-05-20,RF-19345,Corporate,Furniture,Furnishings,139.86,7,"601.398,00"
CA-2015-156524,2015-11-20,DL-12865,Consumer,Office Supplies,Paper,19.65,3,"9.039,00"
CA-2015-122210,2015-11-30,WB-21850,Consumer,Office Supplies,Binders,"152.991,00",3,"-1.223.928,00"
CA-2015-122210,2015-11-30,WB-21850,Consumer,Office Supplies,Fasteners,"10.584,00",7,"-23.814,00"
CA-2015-122210,2015-11-30,WB-21850,Consumer,Technology,Phones,94.92,4,15.82
CA-2015-156377,2015-12-31,TB-21625,Consumer,Furniture,Furnishings,14.76,5,"-11.439,00"
CA-2015-156377,2015-12-31,TB-21625,Consumer,Office Supplies,Binders,"3.656,00",4,"-58.496,00"
US-2017-157896,2017-11-16,CB-12415,Consumer,Office Supplies,Paper,146.82,3,73.41
CA-2014-159520,2014-06-06,GT-14635,Corporate,Office Supplies,Binders,"149.544,00",9,"504.711,00"
CA-2014-159520,2014-06-06,GT-14635,Corporate,Office Supplies,Supplies,17.14,2,"973.099,00"
CA-2014-159520,2014-06-06,GT-14635,Corporate,Furniture,Tables,"991.764,00",3,"-3.471.174,00"
CA-2016-155481,2016-09-01,DK-13225,Corporate,Office Supplies,Paper,30.48,6,"9.906,00"
CA-2016-155481,2016-09-01,DK-13225,Corporate,Technology,Phones,"23.988,00",2,"-47.976,00"
CA-2016-155481,2016-09-01,DK-13225,Corporate,Office Supplies,Fasteners,"16.688,00",7,"853.329,00"
US-2016-152051,2016-06-25,TS-21160,Corporate,Furniture,Chairs,"422.058,00",3,"-180.882,00"
US-2016-152051,2016-06-25,TS-21160,Corporate,Office Supplies,Binders,"38.088,00",4,"-279.312,00"
US-2016-152051,2016-06-25,TS-21160,Corporate,Office Supplies,Storage,"254.352,00",6,"-508.704,00"
CA-2014-141607,2014-12-12,WB-21850,Consumer,Furniture,Furnishings,43.31,1,"4.331,00"
CA-2017-102771,2017-03-31,DO-13435,Consumer,Technology,Phones,84.95,5,"22.087,00"
US-2017-139969,2017-11-19,AF-10870,Consumer,Furniture,Chairs,"233.058,00",3,"-532.704,00"
CA-2014-167360,2014-11-24,RB-19435,Consumer,Technology,Accessories,111.79,7,"435.981,00"
CA-2015-123505,2015-11-22,AR-10540,Consumer,Office Supplies,Paper,14.94,3,"-614.155,00"
CA-2016-117282,2016-07-14,DR-12880,Corporate,Office Supplies,Binders,14.16,2,"5.133,00"
US-2016-120460,2016-04-30,BF-11170,Home Office,Furniture,Furnishings,"22.608,00",3,"-101.736,00"
CA-2016-111115,2016-07-25,LB-16735,Consumer,Office Supplies,Fasteners,21.48,6,10.74
CA-2014-124646,2014-06-22,DV-13465,Consumer,Office Supplies,Storage,501.81,3,"0,00"
CA-2014-124646,2014-06-22,DV-13465,Consumer,Office Supplies,Storage,161.94,3,"1.922.882,00"
CA-2017-148166,2017-10-21,NK-18490,Home Office,Office Supplies,Art,"17.856,00",4,"32.174,00"
CA-2016-159737,2016-09-03,CS-11950,Consumer,Office Supplies,Binders,"8.808,00",3,"-149.736,00"
CA-2016-141019,2016-05-14,LH-17155,Consumer,Furniture,Furnishings,"79.384,00",1,"29.769,00"
CA-2016-101938,2016-01-07,DW-13480,Home Office,Office Supplies,Art,34.58,1,"-590.687,00"
CA-2017-166296,2017-03-13,KF-16285,Home Office,Office Supplies,Paper,314.55,3,"150.984,00"
CA-2016-154018,2016-10-13,HA-14920,Consumer,Technology,Accessories,"191.976,00",3,"23.997,00"
CA-2016-154018,2016-10-13,HA-14920,Consumer,Office Supplies,Paper,"8.288,00",2,"16.132,00"
CA-2016-154018,2016-10-13,HA-14920,Consumer,Furniture,Furnishings,139.92,5,"-150.414,00"
CA-2016-154018,2016-10-13,HA-14920,Consumer,Office Supplies,Art,"15.872,00",1,"1.462,00"
CA-2016-154018,2016-10-13,HA-14920,Consumer,Office Supplies,Binders,"6.286,00",7,"-110.005,00"
CA-2017-117870,2017-01-27,JH-15820,Consumer,Office Supplies,Art,"14.016,00",3,"1.752,00"
CA-2017-117870,2017-01-27,JH-15820,Consumer,Technology,Accessories,"71.976,00",3,"-8.997,00"
CA-2017-117870,2017-01-27,JH-15820,Consumer,Technology,Phones,"107.982,00",3,"-269.955,00"
US-2017-137491,2017-11-19,LC-16930,Corporate,Furniture,Chairs,"305.312,00",2,"-87.232,00"
CA-2014-152296,2014-08-01,IL-15100,Consumer,Office Supplies,Binders,"19.752,00",3,"2.641.587,00"
CA-2016-112025,2016-07-30,LS-16975,Home Office,Office Supplies,Binders,"9.264,00",3,"-13.896,00"
CA-2015-132507,2015-07-30,CC-12610,Corporate,Office Supplies,Storage,"61.792,00",4,"-39.292,00"
CA-2016-125738,2016-10-15,PB-18805,Home Office,Office Supplies,Paper,45.68,2,"210.128,00"
CA-2016-125738,2016-10-15,PB-18805,Home Office,Office Supplies,Paper,60.12,9,"288.576,00"
CA-2016-125738,2016-10-15,PB-18805,Home Office,Office Supplies,Binders,41.72,5,"130.375,00"
CA-2016-125738,2016-10-15,PB-18805,Home Office,Office Supplies,Paper,71.6,8,"32.936,00"
CA-2016-128818,2016-05-07,CJ-12010,Consumer,Office Supplies,Binders,"85.232,00",7,"308.966,00"
CA-2016-128818,2016-05-07,CJ-12010,Consumer,Office Supplies,Labels,44.4,3,"43.883,00"
CA-2016-128818,2016-05-07,CJ-12010,Consumer,Furniture,Chairs,"442.764,00",4,"590.352,00"
CA-2016-128818,2016-05-07,CJ-12010,Consumer,Technology,Machines,3999.95,5,"11.599.855,00"
CA-2016-128818,2016-05-07,CJ-12010,Consumer,Technology,Accessories,199.95,5,"219.945,00"
CA-2016-128818,2016-05-07,CJ-12010,Consumer,Furniture,Furnishings,63.68,8,"280.192,00"
CA-2017-124576,2017-08-01,HK-14890,Corporate,Office Supplies,Binders,"54.896,00",2,"185.274,00"
CA-2016-101378,2016-07-14,RH-19600,Consumer,Technology,Accessories,"29,00",2,7.25
CA-2017-143063,2017-08-10,IL-15100,Consumer,Office Supplies,Envelopes,70.08,6,35.04
CA-2017-143063,2017-08-10,IL-15100,Consumer,Furniture,Furnishings,121.3,2,"25.473,00"
CA-2017-143063,2017-08-10,IL-15100,Consumer,Technology,Phones,1454.49,9,"3.781.674,00"
CA-2016-118913,2016-06-25,AS-10240,Consumer,Office Supplies,Appliances,60.81,3,"170.268,00"
CA-2016-128412,2016-12-10,AP-10915,Consumer,Office Supplies,Binders,"153.552,00",3,"518.238,00"
CA-2016-128412,2016-12-10,AP-10915,Consumer,Office Supplies,Appliances,65.34,3,"22.869,00"
CA-2016-128412,2016-12-10,AP-10915,Consumer,Office Supplies,Paper,123.92,4,"55.764,00"
CA-2016-128412,2016-12-10,AP-10915,Consumer,Office Supplies,Appliances,35.1,3,"12.285,00"
CA-2016-128412,2016-12-10,AP-10915,Consumer,Technology,Accessories,44.75,5,"1.141.597,00"
CA-2016-136483,2016-12-01,AG-10390,Consumer,Office Supplies,Art,"4.704,00",2,"4.116,00"
CA-2014-163013,2014-11-28,BF-11080,Consumer,Office Supplies,Art,14.67,3,"2.815.716,00"
CA-2015-135363,2015-03-28,CK-12205,Consumer,Office Supplies,Paper,"15.552,00",3,"924.917,00"
CA-2015-135363,2015-03-28,CK-12205,Consumer,Office Supplies,Paper,"5.232,00",1,"1.864.199,00"
US-2014-165659,2014-06-01,LT-17110,Consumer,Furniture,Furnishings,"43.883,00",6,"9.102,00"
US-2014-165659,2014-06-01,LT-17110,Consumer,Technology,Phones,881.93,7,"2.293.018,00"
CA-2015-138002,2015-09-06,BT-11305,Home Office,Office Supplies,Binders,"6.096,00",2,"-205.964,00"
CA-2015-138002,2015-09-06,BT-11305,Home Office,Furniture,Furnishings,191.82,3,"748.098,00"
CA-2015-128860,2015-06-29,SC-20725,Consumer,Furniture,Furnishings,"20.104,00",1,"2.078.597,00"
CA-2016-164350,2016-09-10,CG-12040,Home Office,Office Supplies,Art,67.56,3,"8.445,00"
US-2014-103905,2014-07-14,AW-10930,Home Office,Office Supplies,Binders,"29.932,00",7,"-463.946,00"
US-2014-103905,2014-07-14,AW-10930,Home Office,Technology,Phones,"38.272,00",4,"2.327.387,00"
CA-2015-129854,2015-08-22,RB-19705,Home Office,Office Supplies,Art,16.52,4,"1.494.756,00"
CA-2014-125556,2014-11-14,ML-17410,Consumer,Technology,Phones,832.93,7,"2.332.204,00"
CA-2014-125556,2014-11-14,ML-17410,Consumer,Office Supplies,Binders,43.8,10,"21.024,00"
CA-2016-162313,2016-11-27,VB-21745,Corporate,Office Supplies,Appliances,"167.292,00",6,"297.408,00"
CA-2017-107874,2017-11-21,SW-20275,Consumer,Furniture,Furnishings,27.42,1,"190.963,00"
CA-2017-129378,2017-10-01,NS-18505,Consumer,Office Supplies,Binders,1.44,1,"504,00"
CA-2017-129378,2017-10-01,NS-18505,Consumer,Office Supplies,Binders,"61.776,00",13,"208.494,00"
CA-2017-129378,2017-10-01,NS-18505,Consumer,Office Supplies,Appliances,241.96,2,60.49
CA-2017-129378,2017-10-01,NS-18505,Consumer,Furniture,Chairs,"108.608,00",4,"1.144.185,00"
CA-2014-151953,2014-09-20,DB-13555,Corporate,Office Supplies,Art,"2.816,00",2,"9.856,00"
CA-2017-130841,2017-07-28,MH-17620,Corporate,Office Supplies,Binders,"9.984,00",4,"1.567.683,00"
CA-2017-130841,2017-07-28,MH-17620,Corporate,Office Supplies,Storage,14.98,1,"16.163,00"
CA-2017-130841,2017-07-28,MH-17620,Corporate,Technology,Phones,"-275.605,00",4,100.24
CA-2015-131884,2015-12-06,DK-13375,Consumer,Technology,Phones,485.94,2,"-89.089,00"
CA-2015-131884,2015-12-06,DK-13375,Consumer,Office Supplies,Art,"37.376,00",8,"4.672,00"
CA-2015-131884,2015-12-06,DK-13375,Consumer,Furniture,Chairs,"70.686,00",1,"-242.352,00"
CA-2017-121909,2017-07-31,EA-14035,Corporate,Office Supplies,Paper,"54.816,00",3,"178.152,00"
CA-2016-106383,2016-03-19,BT-11440,Consumer,Furniture,Bookcases,"72.294,00",1,"-988.018,00"
CA-2017-130771,2017-07-29,LA-16780,Corporate,Office Supplies,Fasteners,"2.896,00",2,"4.706,00"
CA-2017-130771,2017-07-29,LA-16780,Corporate,Technology,Phones,"124.792,00",1,"15.599,00"
CA-2016-139157,2016-10-01,GM-14680,Consumer,Furniture,Tables,"330.588,00",1,"-1.157.058,00"
CA-2014-128055,2014-03-31,AA-10315,Consumer,Office Supplies,Binders,"673.568,00",2,"252.588,00"
CA-2014-128055,2014-03-31,AA-10315,Consumer,Office Supplies,Appliances,52.98,2,"148.344,00"
CA-2017-157091,2017-06-26,DB-13405,Consumer,Furniture,Furnishings,526.45,5,"31.587,00"
CA-2017-132122,2017-07-09,JH-15820,Consumer,Office Supplies,Storage,228.92,5,"143.075,00"
CA-2015-123232,2015-12-14,DJ-13630,Consumer,Technology,Phones,"319.968,00",4,"359.964,00"
CA-2017-104066,2017-12-05,QJ-19255,Corporate,Technology,Accessories,205.03,7,"676.599,00"
CA-2015-145849,2015-09-15,CT-11995,Consumer,Office Supplies,Storage,190.86,2,"955.781,00"
CA-2015-145849,2015-09-15,CT-11995,Consumer,Office Supplies,Art,24.32,8,"288.026,00"
CA-2016-122322,2016-07-15,RH-19510,Home Office,Office Supplies,Supplies,44.4,5,"12.432,00"
CA-2017-166849,2017-04-20,SJ-20125,Home Office,Furniture,Furnishings,44.4,2,-52.17
CA-2016-146633,2016-11-15,TG-21310,Consumer,Office Supplies,Binders,"1.016.792,00",1,"381.297,00"
CA-2016-146633,2016-11-15,TG-21310,Consumer,Office Supplies,Binders,"38.136,00",7,"133.476,00"
US-2016-126893,2016-11-26,CT-11995,Consumer,Technology,Phones,"494.982,00",3,"-1.154.958,00"
CA-2017-103380,2017-11-21,BF-11005,Home Office,Office Supplies,Storage,56.56,2,"152.712,00"
CA-2017-103380,2017-11-21,BF-11005,Home Office,Office Supplies,Art,5.56,2,"933.562,00"
CA-2017-103380,2017-11-21,BF-11005,Home Office,Office Supplies,Fasteners,"43.870,00",2,"1.197.326,00"
CA-2017-103380,2017-11-21,BF-11005,Home Office,Office Supplies,Appliances,8.62,1,"187.037,00"
CA-2017-103380,2017-11-21,BF-11005,Home Office,Technology,Phones,"659.976,00",3,"494.982,00"
CA-2015-116092,2015-02-15,JM-16195,Consumer,Office Supplies,Paper,13.36,2,"813.914,00"
CA-2015-116092,2015-02-15,JM-16195,Consumer,Office Supplies,Binders,41.72,5,"130.375,00"
CA-2015-116092,2015-02-15,JM-16195,Consumer,Office Supplies,Binders,11.52,5,"4.176,00"
CA-2015-116092,2015-02-15,JM-16195,Consumer,Office Supplies,Appliances,541.44,6,"1.570.176,00"
CA-2015-116092,2015-02-15,JM-16195,Consumer,Office Supplies,Paper,19.44,3,"515.968,00"
CA-2016-117849,2016-04-15,JK-16120,Home Office,Office Supplies,Paper,143.7,3,"68.976,00"
CA-2015-169201,2015-09-28,HG-14965,Corporate,Office Supplies,Appliances,43.26,3,"142.758,00"
CA-2015-169201,2015-09-28,HG-14965,Corporate,Office Supplies,Appliances,43.56,2,"15.246,00"
CA-2016-164091,2016-09-17,LA-16780,Corporate,Technology,Phones,437.85,3,"131.355,00"
CA-2016-164091,2016-09-17,LA-16780,Corporate,Furniture,Furnishings,109.48,2,"339.388,00"
CA-2017-105214,2017-06-16,TS-21610,Consumer,Furniture,Chairs,1212.96,7,"90.972,00"
CA-2017-105214,2017-06-16,TS-21610,Consumer,Office Supplies,Paper,18.54,2,"1.913.354,00"
CA-2015-117611,2015-11-08,MZ-17335,Home Office,Office Supplies,Fasteners,"5,00",1,"43.923,00"
CA-2015-117611,2015-11-08,MZ-17335,Home Office,Technology,Accessories,371.97,3,"669.546,00"
US-2015-137960,2015-12-18,MW-18220,Consumer,Technology,Accessories,166.24,1,"24.936,00"
CA-2017-122994,2017-02-06,MV-17485,Consumer,Furniture,Bookcases,359.97,3,"791.934,00"
CA-2016-131065,2016-11-14,AA-10375,Consumer,Technology,Accessories,499.98,2,"1.149.954,00"
CA-2016-131065,2016-11-14,AA-10375,Consumer,Office Supplies,Paper,5.28,1,"2.376,00"
CA-2016-131065,2016-11-14,AA-10375,Consumer,Office Supplies,Binders,8.26,2,"2.528.270,00"
CA-2017-149146,2017-10-12,SM-20320,Home Office,Office Supplies,Paper,"7.968,00",2,"1.823.324,00"
CA-2017-137470,2017-09-17,TP-21415,Consumer,Office Supplies,Paper,12.96,2,"586.002,00"
CA-2017-105480,2017-12-20,DK-13225,Corporate,Office Supplies,Paper,6.48,1,"-290.672,00"
CA-2017-105480,2017-12-20,DK-13225,Corporate,Office Supplies,Binders,"6.984,00",1,"610.353,00"
CA-2017-164917,2017-12-02,MK-17905,Corporate,Office Supplies,Art,47.96,5,"23.833,00"
CA-2015-102036,2015-09-21,CS-12130,Consumer,Office Supplies,Storage,199.74,6,"479.376,00"
CA-2015-142944,2015-03-06,JL-15850,Consumer,Furniture,Furnishings,435.26,7,"957.572,00"
CA-2015-142944,2015-03-06,JL-15850,Consumer,Technology,Copiers,"1.119.984,00",2,"3.779.946,00"
CA-2014-157882,2014-10-03,AR-10405,Corporate,Furniture,Tables,"143.432,00",1,"1.445.691,00"
CA-2014-157882,2014-10-03,AR-10405,Corporate,Furniture,Chairs,"122.352,00",3,"137.646,00"
CA-2014-104283,2014-06-27,LM-17065,Consumer,Office Supplies,Storage,306.2,5,"0,00"
CA-2014-104283,2014-06-27,LM-17065,Consumer,Furniture,Tables,85.98,1,"223.548,00"
CA-2014-104283,2014-06-27,LM-17065,Consumer,Technology,Accessories,223.96,4,"537.504,00"
CA-2017-142622,2017-10-30,JK-15625,Consumer,Furniture,Chairs,"97.568,00",2,"-6.098,00"
CA-2017-142622,2017-10-30,JK-15625,Consumer,Furniture,Chairs,"614.272,00",8,"-230.352,00"
CA-2017-142622,2017-10-30,JK-15625,Consumer,Furniture,Bookcases,199.98,2,"379.962,00"
CA-2016-132143,2016-09-03,FM-14215,Corporate,Office Supplies,Paper,48.16,7,"221.536,00"
CA-2015-153108,2015-03-05,SF-20200,Consumer,Technology,Phones,23.92,2,"1.854.125,00"
CA-2015-153108,2015-03-05,SF-20200,Consumer,Office Supplies,Appliances,60.69,7,"163.863,00"
CA-2016-112676,2016-05-05,PJ-18835,Corporate,Office Supplies,Paper,"14.352,00",3,"46.143,00"
CA-2017-165687,2017-11-17,CS-12355,Consumer,Office Supplies,Appliances,35.04,2,"12.264,00"
US-2017-112928,2017-06-01,BB-10990,Corporate,Office Supplies,Appliances,17.48,5,"1.311,00"
CA-2017-143343,2017-06-10,BW-11200,Consumer,Office Supplies,Art,"43.937,00",5,"4.756,00"
CA-2017-115154,2017-01-08,RS-19420,Corporate,Furniture,Tables,892.98,2,"803.682,00"
CA-2015-149342,2015-04-20,TS-21160,Corporate,Technology,Phones,287.97,3,"777.519,00"
CA-2015-149342,2015-04-20,TS-21160,Corporate,Furniture,Furnishings,595.38,6,297.69
CA-2015-149342,2015-04-20,TS-21160,Corporate,Office Supplies,Paper,12.96,2,"112.648,00"
CA-2015-130995,2015-11-01,QJ-19255,Corporate,Technology,Phones,4.95,1,"535.083,00"
CA-2017-127929,2017-12-23,FM-14215,Corporate,Furniture,Furnishings,181.95,3,"382.095,00"
CA-2015-113145,2015-11-01,VD-21670,Consumer,Office Supplies,Paper,13.52,4,"106.805,00"
CA-2015-113145,2015-11-01,VD-21670,Consumer,Furniture,Furnishings,259.7,5,"106.477,00"
CA-2015-113145,2015-11-01,VD-21670,Consumer,Technology,Phones,42.95,1,"359.767,00"
CA-2015-113145,2015-11-01,VD-21670,Consumer,Technology,Accessories,1399.93,7,"6.019.699,00"
CA-2015-113145,2015-11-01,VD-21670,Consumer,Technology,Phones,503.96,4,125.99
CA-2014-162362,2014-11-14,JL-15505,Consumer,Office Supplies,Binders,12.72,3,6.36
CA-2014-162362,2014-11-14,JL-15505,Consumer,Office Supplies,Binders,11.52,4,"1.661.246,00"
CA-2016-106558,2016-01-17,DL-13495,Corporate,Technology,Accessories,"316,00",4,31.6
CA-2017-157931,2017-09-17,MO-17800,Home Office,Furniture,Chairs,723.92,4,"1.882.192,00"
CA-2017-157931,2017-09-17,MO-17800,Home Office,Office Supplies,Paper,106.32,3,"499.704,00"
CA-2016-115574,2016-12-23,BP-11185,Corporate,Furniture,Bookcases,"141.372,00",2,"-141.372,00"
CA-2015-160794,2015-08-06,MS-17980,Corporate,Office Supplies,Paper,"27.216,00",3,"2.468.554,00"
CA-2017-116225,2017-11-05,SV-20935,Consumer,Technology,Accessories,390.75,5,171.93
US-2017-120418,2017-06-11,BC-11125,Home Office,Furniture,Chairs,"280.792,00",1,"35.099,00"
US-2017-120418,2017-06-11,BC-11125,Home Office,Office Supplies,Storage,"68.448,00",4,"1.864.381,00"
US-2017-120418,2017-06-11,BC-11125,Home Office,Office Supplies,Art,88.04,5,"6.603,00"
US-2017-120418,2017-06-11,BC-11125,Home Office,Office Supplies,Art,"15.872,00",1,"1.984,00"
US-2017-120418,2017-06-11,BC-11125,Home Office,Office Supplies,Storage,"215.592,00",3,"-485.082,00"
CA-2017-122035,2017-07-20,EM-13825,Corporate,Office Supplies,Labels,14.62,2,"2.488.915,00"
CA-2017-122035,2017-07-20,EM-13825,Corporate,Office Supplies,Appliances,416.32,2,"1.124.064,00"
CA-2017-122035,2017-07-20,EM-13825,Corporate,Office Supplies,Binders,"43,00",5,20.21
CA-2017-122035,2017-07-20,EM-13825,Corporate,Furniture,Chairs,182.94,3,"27.441,00"
CA-2017-122035,2017-07-20,EM-13825,Corporate,Office Supplies,Binders,60.83,7,"30.415,00"
CA-2017-122035,2017-07-20,EM-13825,Corporate,Technology,Accessories,389.97,3,"1.325.898,00"
CA-2015-117828,2015-12-23,BD-11500,Consumer,Office Supplies,Appliances,194.32,4,"563.528,00"
CA-2017-165491,2017-03-20,HW-14935,Corporate,Technology,Accessories,265.93,7,"638.232,00"
CA-2015-109470,2015-12-31,KC-16255,Corporate,Office Supplies,Binders,94.74,3,"445.278,00"
CA-2015-109470,2015-12-31,KC-16255,Corporate,Office Supplies,Binders,60.64,4,"278.944,00"
CA-2015-109470,2015-12-31,KC-16255,Corporate,Office Supplies,Binders,76.3,5,38.15
CA-2015-109470,2015-12-31,KC-16255,Corporate,Office Supplies,Binders,364.8,12,"167.808,00"
CA-2015-105102,2015-09-15,BM-11575,Corporate,Office Supplies,Binders,"79.872,00",3,"29.952,00"
CA-2015-105102,2015-09-15,BM-11575,Corporate,Furniture,Bookcases,"46.384,00",1,"-111.032,00"
CA-2015-105102,2015-09-15,BM-11575,Corporate,Office Supplies,Paper,12.96,2,"112.648,00"
CA-2017-138422,2017-09-23,KN-16705,Home Office,Office Supplies,Envelopes,"14.352,00",3,"46.143,00"
US-2015-147739,2015-12-25,JD-16150,Corporate,Furniture,Furnishings,"547.136,00",4,"-68.392,00"
CA-2016-155187,2016-09-24,LA-16780,Corporate,Office Supplies,Storage,41.96,2,"2.729.125,00"
CA-2016-155187,2016-09-24,LA-16780,Corporate,Office Supplies,Paper,41.7,5,20.85
CA-2017-169285,2017-03-21,RW-19690,Consumer,Office Supplies,Paper,277.4,5,"133.152,00"
CA-2017-169285,2017-03-21,RW-19690,Consumer,Office Supplies,Paper,5.78,1,"2.345.620,00"
CA-2014-140886,2014-09-30,KW-16570,Consumer,Office Supplies,Appliances,"69.216,00",6,"210.687,00"
CA-2017-152695,2017-12-10,CC-12220,Consumer,Office Supplies,Envelopes,10.86,3,"-313.256,00"
CA-2017-152695,2017-12-10,CC-12220,Consumer,Office Supplies,Appliances,426.79,7,"1.237.691,00"
CA-2014-110639,2014-08-23,RH-19495,Consumer,Office Supplies,Paper,25.92,4,"919.287,00"
CA-2014-110639,2014-08-23,RH-19495,Consumer,Office Supplies,Paper,45.92,4,"225.008,00"
CA-2014-121727,2014-08-19,JK-15625,Consumer,Office Supplies,Art,10.72,2,"1.742,00"
CA-2016-137736,2016-11-10,DC-13285,Consumer,Office Supplies,Art,41.86,7,"10.465,00"
US-2014-143231,2014-12-31,GM-14455,Home Office,Furniture,Furnishings,63.2,5,"23.384,00"
US-2014-143231,2014-12-31,GM-14455,Home Office,Technology,Accessories,113.97,3,"273.528,00"
US-2014-155894,2014-07-26,CL-11890,Consumer,Office Supplies,Storage,"123.552,00",3,"-293.436,00"
CA-2016-119025,2016-02-22,PV-18985,Home Office,Office Supplies,Appliances,490.32,9,"1.372.896,00"
CA-2016-159373,2016-03-13,LT-17110,Consumer,Office Supplies,Paper,70.08,5,"24.528,00"
CA-2016-159373,2016-03-13,LT-17110,Consumer,Office Supplies,Binders,"1.272,00",2,"-21.624,00"
CA-2016-159373,2016-03-13,LT-17110,Consumer,Furniture,Tables,"557.585,00",5,"0,00"
CA-2017-109701,2017-12-02,AM-10360,Corporate,Office Supplies,Binders,"9.024,00",6,"-115.355,00"
CA-2017-109701,2017-12-02,AM-10360,Corporate,Office Supplies,Binders,"69.456,00",2,"225.732,00"
CA-2017-109701,2017-12-02,AM-10360,Corporate,Office Supplies,Paper,10.86,2,"480.051,00"
CA-2017-109701,2017-12-02,AM-10360,Corporate,Office Supplies,Appliances,79.47,3,"222.516,00"
CA-2017-109701,2017-12-02,AM-10360,Corporate,Office Supplies,Art,"44.053,00",6,"43.926,00"
CA-2015-111514,2015-08-31,SC-20260,Corporate,Furniture,Bookcases,"1.552.831,00",7,"2.009.546,00"
CA-2015-111514,2015-08-31,SC-20260,Corporate,Office Supplies,Binders,137.24,5,"463.185,00"
CA-2015-111514,2015-08-31,SC-20260,Corporate,Technology,Accessories,36.51,1,"156.993,00"
CA-2015-111514,2015-08-31,SC-20260,Corporate,Technology,Machines,"239.976,00",3,"809.919,00"
US-2014-148838,2014-03-17,CP-12340,Corporate,Furniture,Tables,"1.579.746,00",7,"-4.475.947,00"
US-2014-148838,2014-03-17,CP-12340,Corporate,Furniture,Tables,"1.071.576,00",4,"-5.536.476,00"
US-2014-148838,2014-03-17,CP-12340,Corporate,Furniture,Tables,"613.908,00",3,"-1.227.816,00"
US-2014-148838,2014-03-17,CP-12340,Corporate,Office Supplies,Paper,34.86,7,"163.842,00"
US-2014-148838,2014-03-17,CP-12340,Corporate,Office Supplies,Paper,155.04,4,"759.696,00"
CA-2017-136497,2017-04-16,RF-19840,Consumer,Office Supplies,Binders,13.71,5,"-10.054,00"
US-2016-108637,2016-03-13,AB-10060,Home Office,Furniture,Furnishings,127.88,2,"409.216,00"
US-2016-108637,2016-03-13,AB-10060,Home Office,Office Supplies,Appliances,160.32,2,"448.896,00"
US-2016-108637,2016-03-13,AB-10060,Home Office,Office Supplies,Binders,"46,00",4,"44.032,00"
CA-2014-102295,2014-11-24,EH-13990,Consumer,Furniture,Chairs,"120.712,00",1,"-181.068,00"
CA-2017-123659,2017-02-10,MN-17935,Consumer,Office Supplies,Paper,"44.188,00",4,"507.264,00"
US-2016-129469,2016-09-23,KL-16555,Corporate,Furniture,Furnishings,"532.704,00",6,"-266.352,00"
US-2016-129469,2016-09-23,KL-16555,Corporate,Office Supplies,Art,"4.912,00",2,"307,00"
CA-2017-155152,2017-07-07,MP-17965,Corporate,Technology,Accessories,"252,00",4,93.24
CA-2016-159940,2016-07-07,BF-11020,Corporate,Furniture,Furnishings,"60.288,00",8,"-271.296,00"
CA-2016-159940,2016-07-07,BF-11020,Corporate,Office Supplies,Fasteners,"2.632,00",1,"8.225,00"
CA-2016-159940,2016-07-07,BF-11020,Corporate,Office Supplies,Paper,"23.688,00",9,"1.857.807,00"
